OrderID,CustomerID,EmployeeID,OrderDate,RequiredDate,ShippedDate,ShipVia,Freight,ShipName,ShipAddress,ShipCity,ShipRegion,ShipPostalCode,ShipCountry
10465,VAFFE,1,"Wednesday, March 5, 1997","Wednesday, April 2, 1997","Friday, March 14, 1997",3,145.04,Vaffeljernet,Smagsloget 45,Århus,NULL,8200,Denmark
10469,WHITC,1,"Monday, March 10, 1997","Monday, April 7, 1997","Friday, March 14, 1997",1,60.18,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA
10470,BONAP,4,"Tuesday, March 11, 1997","Tuesday, April 8, 1997","Friday, March 14, 1997",2,64.56,Bon app',12 rue des Bouchers,Marseille,NULL,13008,France
10941,SAVEA,7,"Wednesday, March 11, 1998","Wednesday, April 8, 1998","Friday, March 20, 1998",2,400.81,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10954,LINOD,5,"Tuesday, March 17, 1998","Tuesday, April 28, 1998","Friday, March 20, 1998",1,27.91,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela
10955,FOLKO,8,"Tuesday, March 17, 1998","Tuesday, April 14, 1998","Friday, March 20, 1998",2,3.26,Folk och fä HB,Åkergatan 24,Bräcke,NULL,S-844 67,Sweden
10956,BLAUS,6,"Tuesday, March 17, 1998","Tuesday, April 28, 1998","Friday, March 20, 1998",2,44.65,Blauer See Delikatessen,Forsterstr. 57,Mannheim,NULL,68306,Germany
10473,ISLAT,1,"Thursday, March 13, 1997","Thursday, March 27, 1997","Friday, March 21, 1997",3,16.37,Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK
10474,PERIC,5,"Thursday, March 13, 1997","Thursday, April 10, 1997","Friday, March 21, 1997",2,83.49,Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,NULL,05033,Mexico
10479,RATTC,3,"Wednesday, March 19, 1997","Wednesday, April 16, 1997","Friday, March 21, 1997",3,708.95,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
10957,HILAA,8,"Wednesday, March 18, 1998","Wednesday, April 15, 1998","Friday, March 27, 1998",3,105.36,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela
10958,OCEAN,7,"Wednesday, March 18, 1998","Wednesday, April 15, 1998","Friday, March 27, 1998",2,49.56,Océano Atlántico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,NULL,1010,Argentina
10973,LACOR,6,"Tuesday, March 24, 1998","Tuesday, April 21, 1998","Friday, March 27, 1998",2,15.17,La corne d'abondance,67 avenue de l'Europe,Versailles,NULL,78000,France
10975,BOTTM,1,"Wednesday, March 25, 1998","Wednesday, April 22, 1998","Friday, March 27, 1998",3,32.27,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada
10487,QUEEN,2,"Wednesday, March 26, 1997","Wednesday, April 23, 1997","Friday, March 28, 1997",2,71.07,Queen Cozinha,Alameda dos Canàrios 891,Sao Paulo,SP,05487-020,Brazil
10898,OCEAN,4,"Friday, February 20, 1998","Friday, March 20, 1998","Friday, March 6, 1998",2,1.27,Océano Atlántico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,NULL,1010,Argentina
10905,WELLI,9,"Tuesday, February 24, 1998","Tuesday, March 24, 1998","Friday, March 6, 1998",2,13.72,Wellington Importadora,Rua do Mercado 12,Resende,SP,08737-363,Brazil
10908,REGGC,4,"Thursday, February 26, 1998","Thursday, March 26, 1998","Friday, March 6, 1998",2,32.96,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,NULL,42100,Italy
10447,RICAR,4,"Friday, February 14, 1997","Friday, March 14, 1997","Friday, March 7, 1997",2,68.66,Ricardo Adocicados,Av. Copacabana 267,Rio de Janeiro,RJ,02389-890,Brazil
11042,COMMI,2,"Wednesday, April 22, 1998","Wednesday, May 6, 1998","Friday, May 1, 1998",1,29.99,Comércio Mineiro,Av. dos Lusíadas 23,Sao Paulo,SP,05432-043,Brazil
11044,WOLZA,4,"Thursday, April 23, 1998","Thursday, May 21, 1998","Friday, May 1, 1998",1,8.72,Wolski Zajazd,ul. Filtrowa 68,Warszawa,NULL,01-012,Poland
11047,EASTC,7,"Friday, April 24, 1998","Friday, May 22, 1998","Friday, May 1, 1998",3,46.62,Eastern Connection,35 King George,London,NULL,WX3 6FW,UK
11052,HANAR,3,"Monday, April 27, 1998","Monday, May 25, 1998","Friday, May 1, 1998",1,67.26,Hanari Carnes,Rua do Paço 67,Rio de Janeiro,RJ,05454-876,Brazil
11056,EASTC,8,"Tuesday, April 28, 1998","Tuesday, May 12, 1998","Friday, May 1, 1998",2,278.96,Eastern Connection,35 King George,London,NULL,WX3 6FW,UK
11057,NORTS,3,"Wednesday, April 29, 1998","Wednesday, May 27, 1998","Friday, May 1, 1998",3,4.13,North/South,South House 300 Queensbridge,London,NULL,SW7 1RZ,UK
10514,ERNSH,3,"Tuesday, April 22, 1997","Tuesday, May 20, 1997","Friday, May 16, 1997",2,789.95,Ernst Handel,Kirchgasse 6,Graz,NULL,8010,Austria
10538,BSBEV,9,"Thursday, May 15, 1997","Thursday, June 12, 1997","Friday, May 16, 1997",3,4.87,B's Beverages,Fauntleroy Circus,London,NULL,EC2 5NT,UK
10506,KOENE,9,"Tuesday, April 15, 1997","Tuesday, May 13, 1997","Friday, May 2, 1997",2,21.19,Königlich Essen,Maubelstr. 90,Brandenburg,NULL,14776,Germany
10521,CACTU,8,"Tuesday, April 29, 1997","Tuesday, May 27, 1997","Friday, May 2, 1997",2,17.22,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,NULL,1010,Argentina
10515,QUICK,2,"Wednesday, April 23, 1997","Wednesday, May 7, 1997","Friday, May 23, 1997",1,204.47,QUICK-Stop,Taucherstraße 10,Cunewalde,NULL,01307,Germany
10525,BONAP,1,"Friday, May 2, 1997","Friday, May 30, 1997","Friday, May 23, 1997",2,11.06,Bon app',12 rue des Bouchers,Marseille,NULL,13008,France
10539,BSBEV,6,"Friday, May 16, 1997","Friday, June 13, 1997","Friday, May 23, 1997",3,12.36,B's Beverages,Fauntleroy Circus,London,NULL,EC2 5NT,UK
10543,LILAS,8,"Wednesday, May 21, 1997","Wednesday, June 18, 1997","Friday, May 23, 1997",2,48.17,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela
10523,SEVES,7,"Thursday, May 1, 1997","Thursday, May 29, 1997","Friday, May 30, 1997",2,77.63,Seven Seas Imports,90 Wadhurst Rd.,London,NULL,OX15 4NB,UK
10544,LONEP,4,"Wednesday, May 21, 1997","Wednesday, June 18, 1997","Friday, May 30, 1997",1,24.91,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA
10549,QUICK,5,"Tuesday, May 27, 1997","Tuesday, June 10, 1997","Friday, May 30, 1997",1,171.24,QUICK-Stop,Taucherstraße 10,Cunewalde,NULL,01307,Germany
10528,GREAL,6,"Tuesday, May 6, 1997","Tuesday, May 20, 1997","Friday, May 9, 1997",2,3.35,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA
10529,MAISD,5,"Wednesday, May 7, 1997","Wednesday, June 4, 1997","Friday, May 9, 1997",2,66.69,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,NULL,B-1180,Belgium
10729,LINOD,8,"Tuesday, November 4, 1997","Tuesday, December 16, 1997","Friday, November 14, 1997",3,141.06,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela
10730,BONAP,5,"Wednesday, November 5, 1997","Wednesday, December 3, 1997","Friday, November 14, 1997",1,20.12,Bon app',12 rue des Bouchers,Marseille,NULL,13008,France
10731,CHOPS,7,"Thursday, November 6, 1997","Thursday, December 4, 1997","Friday, November 14, 1997",1,96.65,Chop-suey Chinese,Hauptstr. 31,Bern,NULL,3012,Switzerland
10348,WANDK,4,"Thursday, November 7, 1996","Thursday, December 5, 1996","Friday, November 15, 1996",2,0.78,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,NULL,70563,Germany
10349,SPLIR,7,"Friday, November 8, 1996","Friday, December 6, 1996","Friday, November 15, 1996",1,8.63,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA
10735,LETSS,6,"Monday, November 10, 1997","Monday, December 8, 1997","Friday, November 21, 1997",2,45.97,Let's Stop N Shop,87 Polk St. Suite 5,San Francisco,CA,94117,USA
10736,HUNGO,9,"Tuesday, November 11, 1997","Tuesday, December 9, 1997","Friday, November 21, 1997",2,44.1,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,NULL,Ireland
10743,AROUT,1,"Monday, November 17, 1997","Monday, December 15, 1997","Friday, November 21, 1997",2,23.72,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK
10746,CHOPS,1,"Wednesday, November 19, 1997","Wednesday, December 17, 1997","Friday, November 21, 1997",3,31.43,Chop-suey Chinese,Hauptstr. 31,Bern,NULL,3012,Switzerland
10748,SAVEA,3,"Thursday, November 20, 1997","Thursday, December 18, 1997","Friday, November 28, 1997",1,232.55,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10752,NORTS,2,"Monday, November 24, 1997","Monday, December 22, 1997","Friday, November 28, 1997",3,1.39,North/South,South House 300 Queensbridge,London,NULL,SW7 1RZ,UK
10755,BONAP,4,"Wednesday, November 26, 1997","Wednesday, December 24, 1997","Friday, November 28, 1997",2,16.71,Bon app',12 rue des Bouchers,Marseille,NULL,13008,France
10704,QUEEN,6,"Tuesday, October 14, 1997","Tuesday, November 11, 1997","Friday, November 7, 1997",1,4.78,Queen Cozinha,Alameda dos Canàrios 891,Sao Paulo,SP,05487-020,Brazil
10732,BONAP,3,"Thursday, November 6, 1997","Thursday, December 4, 1997","Friday, November 7, 1997",1,16.97,Bon app',12 rue des Bouchers,Marseille,NULL,13008,France
10340,BONAP,1,"Tuesday, October 29, 1996","Tuesday, November 26, 1996","Friday, November 8, 1996",3,166.31,Bon app',12 rue des Bouchers,Marseille,NULL,13008,France
10346,RATTC,3,"Tuesday, November 5, 1996","Tuesday, December 17, 1996","Friday, November 8, 1996",3,142.08,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
10347,FAMIA,4,"Wednesday, November 6, 1996","Wednesday, December 4, 1996","Friday, November 8, 1996",3,3.1,Familia Arquibaldo,Rua Orós 92,Sao Paulo,SP,05442-030,Brazil
10693,WHITC,3,"Monday, October 6, 1997","Monday, October 20, 1997","Friday, October 10, 1997",3,139.34,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA
10319,TORTU,7,"Wednesday, October 2, 1996","Wednesday, October 30, 1996","Friday, October 11, 1996",3,64.5,Tortuga Restaurante,Avda. Azteca 123,México D.F.,NULL,05033,Mexico
10321,ISLAT,3,"Thursday, October 3, 1996","Thursday, October 31, 1996","Friday, October 11, 1996",2,3.43,Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK
10698,ERNSH,4,"Thursday, October 9, 1997","Thursday, November 6, 1997","Friday, October 17, 1997",1,272.47,Ernst Handel,Kirchgasse 6,Graz,NULL,8010,Austria
10320,WARTH,5,"Thursday, October 3, 1996","Thursday, October 17, 1996","Friday, October 18, 1996",3,34.57,Wartian Herkku,Torikatu 38,Oulu,NULL,90110,Finland
10713,SAVEA,1,"Wednesday, October 22, 1997","Wednesday, November 19, 1997","Friday, October 24, 1997",1,167.05,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10333,WARTH,5,"Friday, October 18, 1996","Friday, November 15, 1996","Friday, October 25, 1996",3,0.59,Wartian Herkku,Torikatu 38,Oulu,NULL,90110,Finland
10336,PRINI,7,"Wednesday, October 23, 1996","Wednesday, November 20, 1996","Friday, October 25, 1996",2,15.51,Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,NULL,1756,Portugal
10663,BONAP,2,"Wednesday, September 10, 1997","Wednesday, September 24, 1997","Friday, October 3, 1997",2,113.15,Bon app',12 rue des Bouchers,Marseille,NULL,13008,France
10685,GOURL,4,"Monday, September 29, 1997","Monday, October 13, 1997","Friday, October 3, 1997",2,33.75,Gourmet Lanchonetes,Av. Brasil 442,Campinas,SP,04876-786,Brazil
10690,HANAR,1,"Thursday, October 2, 1997","Thursday, October 30, 1997","Friday, October 3, 1997",1,15.8,Hanari Carnes,Rua do Paço 67,Rio de Janeiro,RJ,05454-876,Brazil
10712,HUNGO,3,"Tuesday, October 21, 1997","Tuesday, November 18, 1997","Friday, October 31, 1997",1,89.93,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,NULL,Ireland
10721,QUICK,5,"Wednesday, October 29, 1997","Wednesday, November 26, 1997","Friday, October 31, 1997",3,48.92,QUICK-Stop,Taucherstraße 10,Cunewalde,NULL,01307,Germany
10313,QUICK,2,"Tuesday, September 24, 1996","Tuesday, October 22, 1996","Friday, October 4, 1996",2,1.96,QUICK-Stop,Taucherstraße 10,Cunewalde,NULL,01307,Germany
10314,RATTC,1,"Wednesday, September 25, 1996","Wednesday, October 23, 1996","Friday, October 4, 1996",2,74.16,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
10318,ISLAT,8,"Tuesday, October 1, 1996","Tuesday, October 29, 1996","Friday, October 4, 1996",2,4.73,Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK
10299,RICAR,4,"Friday, September 6, 1996","Friday, October 4, 1996","Friday, September 13, 1996",2,29.76,Ricardo Adocicados,Av. Copacabana 267,Rio de Janeiro,RJ,02389-890,Brazil
10653,FRANK,1,"Tuesday, September 2, 1997","Tuesday, September 30, 1997","Friday, September 19, 1997",1,93.25,Frankenversand,Berliner Platz 43,München,NULL,80805,Germany
10664,FURIB,1,"Wednesday, September 10, 1997","Wednesday, October 8, 1997","Friday, September 19, 1997",3,1.27,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,NULL,1675,Portugal
10667,ERNSH,7,"Friday, September 12, 1997","Friday, October 10, 1997","Friday, September 19, 1997",1,78.09,Ernst Handel,Kirchgasse 6,Graz,NULL,8010,Austria
10673,WILMK,2,"Thursday, September 18, 1997","Thursday, October 16, 1997","Friday, September 19, 1997",1,22.76,Wilman Kala,Keskuskatu 45,Helsinki,NULL,21240,Finland
10672,BERGS,9,"Wednesday, September 17, 1997","Wednesday, October 1, 1997","Friday, September 26, 1997",2,95.75,Berglunds snabbköp,Berguvsvägen 8,Luleå,NULL,S-958 22,Sweden
10677,ANTON,1,"Monday, September 22, 1997","Monday, October 20, 1997","Friday, September 26, 1997",3,4.03,Antonio Moreno Taquería,Mataderos 2312,México D.F.,NULL,05023,Mexico
10680,OLDWO,1,"Wednesday, September 24, 1997","Wednesday, October 22, 1997","Friday, September 26, 1997",1,26.61,Old World Delicatessen,2743 Bering St.,Anchorage,AK,99508,USA
10310,THEBI,8,"Friday, September 20, 1996","Friday, October 18, 1996","Friday, September 27, 1996",2,17.52,The Big Cheese,89 Jefferson Way Suite 2,Portland,OR,97201,USA
10642,SIMOB,7,"Friday, August 22, 1997","Friday, September 19, 1997","Friday, September 5, 1997",3,41.89,Simons bistro,Vinbæltet 34,Kobenhavn,NULL,1734,Denmark
10997,LILAS,8,"Friday, April 3, 1998","Friday, May 15, 1998","Monday, April 13, 1998",2,73.91,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela
11007,PRINI,8,"Wednesday, April 8, 1998","Wednesday, May 6, 1998","Monday, April 13, 1998",2,202.24,Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,NULL,1756,Portugal
11011,ALFKI,3,"Thursday, April 9, 1998","Thursday, May 7, 1998","Monday, April 13, 1998",1,1.21,Alfred's Futterkiste,Obere Str. 57,Berlin,NULL,12209,Germany
11016,AROUT,9,"Friday, April 10, 1998","Friday, May 8, 1998","Monday, April 13, 1998",2,33.8,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK
11004,MAISD,3,"Tuesday, April 7, 1998","Tuesday, May 5, 1998","Monday, April 20, 1998",1,44.84,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,NULL,B-1180,Belgium
11015,SANTG,2,"Friday, April 10, 1998","Friday, April 24, 1998","Monday, April 20, 1998",2,4.62,Santé Gourmet,Erling Skakkes gate 78,Stavern,NULL,4110,Norway
11017,ERNSH,9,"Monday, April 13, 1998","Monday, May 11, 1998","Monday, April 20, 1998",2,754.26,Ernst Handel,Kirchgasse 6,Graz,NULL,8010,Austria
11024,EASTC,4,"Wednesday, April 15, 1998","Wednesday, May 13, 1998","Monday, April 20, 1998",1,74.36,Eastern Connection,35 King George,London,NULL,WX3 6FW,UK
11027,BOTTM,1,"Thursday, April 16, 1998","Thursday, May 14, 1998","Monday, April 20, 1998",1,52.52,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada
10505,MEREP,3,"Monday, April 14, 1997","Monday, May 12, 1997","Monday, April 21, 1997",3,7.13,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada
10511,BONAP,4,"Friday, April 18, 1997","Friday, May 16, 1997","Monday, April 21, 1997",3,350.64,Bon app',12 rue des Bouchers,Marseille,NULL,13008,France
11029,CHOPS,4,"Thursday, April 16, 1998","Thursday, May 14, 1998","Monday, April 27, 1998",1,47.84,Chop-suey Chinese,Hauptstr. 31,Bern,NULL,3012,Switzerland
11030,SAVEA,7,"Friday, April 17, 1998","Friday, May 15, 1998","Monday, April 27, 1998",2,830.75,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
11034,OLDWO,8,"Monday, April 20, 1998","Monday, June 1, 1998","Monday, April 27, 1998",1,40.32,Old World Delicatessen,2743 Bering St.,Anchorage,AK,99508,USA
11037,GODOS,7,"Tuesday, April 21, 1998","Tuesday, May 19, 1998","Monday, April 27, 1998",1,3.2,Godos Cocina Típica,C/ Romero 33,Sevilla,NULL,41101,Spain
10510,SAVEA,6,"Friday, April 18, 1997","Friday, May 16, 1997","Monday, April 28, 1997",3,367.63,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10513,WANDK,7,"Tuesday, April 22, 1997","Tuesday, June 3, 1997","Monday, April 28, 1997",1,105.65,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,NULL,70563,Germany
10983,SAVEA,2,"Friday, March 27, 1998","Friday, April 24, 1998","Monday, April 6, 1998",2,657.54,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10987,EASTC,8,"Tuesday, March 31, 1998","Tuesday, April 28, 1998","Monday, April 6, 1998",1,185.48,Eastern Connection,35 King George,London,NULL,WX3 6FW,UK
10995,PERIC,1,"Thursday, April 2, 1998","Thursday, April 30, 1998","Monday, April 6, 1998",3,46,Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,NULL,05033,Mexico
10496,TRADH,7,"Friday, April 4, 1997","Friday, May 2, 1997","Monday, April 7, 1997",2,46.77,Tradiçao Hipermercados,Av. Inês de Castro 414,Sao Paulo,SP,05634-030,Brazil
10497,LEHMS,7,"Friday, April 4, 1997","Friday, May 2, 1997","Monday, April 7, 1997",1,36.21,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,NULL,60528,Germany
10621,ISLAT,4,"Tuesday, August 5, 1997","Tuesday, September 2, 1997","Monday, August 11, 1997",2,23.73,Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK
10622,RICAR,4,"Wednesday, August 6, 1997","Wednesday, September 3, 1997","Monday, August 11, 1997",3,50.97,Ricardo Adocicados,Av. Copacabana 267,Rio de Janeiro,RJ,02389-890,Brazil
10265,BLONP,2,"Thursday, July 25, 1996","Thursday, August 22, 1996","Monday, August 12, 1996",1,55.28,Blondel père et fils 24, place Kléber,Strasbourg,NULL,67000,France
10273,QUICK,3,"Monday, August 5, 1996","Monday, September 2, 1996","Monday, August 12, 1996",3,76.07,QUICK-Stop,Taucherstraße 10,Cunewalde,NULL,01307,Germany
10633,ERNSH,7,"Friday, August 15, 1997","Friday, September 12, 1997","Monday, August 18, 1997",3,477.9,Ernst Handel,Kirchgasse 6,Graz,NULL,8010,Austria
10285,QUICK,1,"Tuesday, August 20, 1996","Tuesday, September 17, 1996","Monday, August 26, 1996",2,76.83,QUICK-Stop,Taucherstraße 10,Cunewalde,NULL,01307,Germany
10617,GREAL,4,"Thursday, July 31, 1997","Thursday, August 28, 1997","Monday, August 4, 1997",2,18.53,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA
10757,SAVEA,6,"Thursday, November 27, 1997","Thursday, December 25, 1997","Monday, December 15, 1997",1,8.19,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10767,SUPRD,4,"Friday, December 5, 1997","Friday, January 2, 1998","Monday, December 15, 1997",3,1.59,Suprêmes délices,Boulevard Tirou 255,Charleroi,NULL,B-6000,Belgium
10768,AROUT,3,"Monday, December 8, 1997","Monday, January 5, 1998","Monday, December 15, 1997",2,146.32,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK
10382,ERNSH,4,"Friday, December 13, 1996","Friday, January 10, 1997","Monday, December 16, 1996",1,94.77,Ernst Handel,Kirchgasse 6,Graz,NULL,8010,Austria
10357,LILAS,1,"Tuesday, November 19, 1996","Tuesday, December 17, 1996","Monday, December 2, 1996",3,34.88,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela
10360,BLONP,4,"Friday, November 22, 1996","Friday, December 20, 1996","Monday, December 2, 1996",3,131.7,Blondel père et fils,24 place Kléber,Strasbourg,NULL,67000,France
10365,ANTON,3,"Wednesday, November 27, 1996","Wednesday, December 25, 1996","Monday, December 2, 1996",2,22,Antonio Moreno Taquería,Mataderos 2312,México D.F.,NULL,05023,Mexico
10367,VAFFE,7,"Thursday, November 28, 1996","Thursday, December 26, 1996","Monday, December 2, 1996",3,13.55,Vaffeljernet,Smagsloget 45,Århus,NULL,8200,Denmark
10368,ERNSH,2,"Friday, November 29, 1996","Friday, December 27, 1996","Monday, December 2, 1996",2,101.95,Ernst Handel,Kirchgasse 6,Graz,NULL,8010,Austria
10782,CACTU,9,"Wednesday, December 17, 1997","Wednesday, January 14, 1998","Monday, December 22, 1997",3,1.1,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,NULL,1010,Argentina
10784,MAGAA,4,"Thursday, December 18, 1997","Thursday, January 15, 1998","Monday, December 22, 1997",3,70.09,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,NULL,24100,Italy
10385,SPLIR,1,"Tuesday, December 17, 1996","Tuesday, January 14, 1997","Monday, December 23, 1996",2,30.96,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA
10366,GALED,8,"Thursday, November 28, 1996","Thursday, January 9, 1997","Monday, December 30, 1996",2,10.14,Galería del gastronómo,Rambla de Cataluña 23,Barcelona,NULL,8022,Spain
10761,RATTC,5,"Tuesday, December 2, 1997","Tuesday, December 30, 1997","Monday, December 8, 1997",2,18.66,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
10763,FOLIG,3,"Wednesday, December 3, 1997","Wednesday, December 31, 1997","Monday, December 8, 1997",3,37.35,Folies gourmandes,184 chaussée de Tournai,Lille,NULL,59000,France
10764,ERNSH,6,"Wednesday, December 3, 1997","Wednesday, December 31, 1997","Monday, December 8, 1997",3,145.45,Ernst Handel,Kirchgasse 6,Graz,NULL,8010,Austria
10369,SPLIR,8,"Monday, December 2, 1996","Monday, December 30, 1996","Monday, December 9, 1996",2,195.68,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA
10372,QUEEN,5,"Wednesday, December 4, 1996","Wednesday, January 1, 1997","Monday, December 9, 1996",2,890.78,Queen Cozinha,Alameda dos Canàrios 891,Sao Paulo,SP,05487-020,Brazil
10374,WOLZA,1,"Thursday, December 5, 1996","Thursday, January 2, 1997","Monday, December 9, 1996",3,3.94,Wolski Zajazd,ul. Filtrowa 68,Warszawa,NULL,01-012,Poland
10375,HUNGC,3,"Friday, December 6, 1996","Friday, January 3, 1997","Monday, December 9, 1996",2,20.12,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,OR,97827,USA
10439,MEREP,6,"Friday, February 7, 1997","Friday, March 7, 1997","Monday, February 10, 1997",3,4.07,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada
10840,LINOD,4,"Monday, January 19, 1998","Monday, March 2, 1998","Monday, February 16, 1998",2,2.71,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela
10887,GALED,8,"Friday, February 13, 1998","Friday, March 13, 1998","Monday, February 16, 1998",3,1.25,Galería del gastronómo,Rambla de Cataluña 23,Barcelona,NULL,8022,Spain
10851,RICAR,5,"Monday, January 26, 1998","Monday, February 23, 1998","Monday, February 2, 1998",1,160.55,Ricardo Adocicados,Av. Copacabana 267,Rio de Janeiro,RJ,02389-890,Brazil
10859,FRANK,1,"Thursday, January 29, 1998","Thursday, February 26, 1998","Monday, February 2, 1998",2,76.1,Frankenversand,Berliner Platz 43,München,NULL,80805,Germany
10862,LEHMS,8,"Friday, January 30, 1998","Friday, March 13, 1998","Monday, February 2, 1998",2,53.23,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,NULL,60528,Germany
10868,QUEEN,7,"Wednesday, February 4, 1998","Wednesday, March 4, 1998","Monday, February 23, 1998",2,191.27,Queen Cozinha,Alameda dos Canàrios 891,Sao Paulo,SP,05487-020,Brazil
10888,GODOS,1,"Monday, February 16, 1998","Monday, March 16, 1998","Monday, February 23, 1998",2,51.87,Godos Cocina Típica,C/ Romero 33,Sevilla,NULL,41101,Spain
10889,RATTC,9,"Monday, February 16, 1998","Monday, March 16, 1998","Monday, February 23, 1998",3,280.61,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
10895,ERNSH,3,"Wednesday, February 18, 1998","Wednesday, March 18, 1998","Monday, February 23, 1998",1,162.75,Ernst Handel,Kirchgasse 6,Graz,NULL,8010,Austria
10423,GOURL,6,"Thursday, January 23, 1997","Thursday, February 6, 1997","Monday, February 24, 1997",3,24.5,Gourmet Lanchonetes,Av. Brasil 442,Campinas,SP,04876-786,Brazil
10448,RANCH,4,"Monday, February 17, 1997","Monday, March 17, 1997","Monday, February 24, 1997",2,38.82,Rancho grande,Av. del Libertador 900,Buenos Aires,NULL,1010,Argentina
10430,ERNSH,4,"Thursday, January 30, 1997","Thursday, February 13, 1997","Monday, February 3, 1997",1,458.78,Ernst Handel,Kirchgasse 6,Graz,NULL,8010,Austria
10864,AROUT,4,"Monday, February 2, 1998","Monday, March 2, 1998","Monday, February 9, 1998",2,3.04,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK
10869,SEVES,5,"Wednesday, February 4, 1998","Wednesday, March 4, 1998","Monday, February 9, 1998",1,143.28,Seven Seas Imports,90 Wadhurst Rd.,London,NULL,OX15 4NB,UK
10872,GODOS,5,"Thursday, February 5, 1998","Thursday, March 5, 1998","Monday, February 9, 1998",2,175.32,Godos Cocina Típica,C/ Romero 33,Sevilla,NULL,41101,Spain
